1,35.851,85.402,106.34,72.62
2,35.927,85.51,106.35,72.68
3,36.085,85.672,106.05,72.74
4,36.034,85.413,106.3,72.774
5,36.331,85.584,106.51,72.919
6,35.914,85.386,106.28,72.742
7,36.031,85.397,106.24,72.838
8,36.06,85.505,106.2,72.892
9,35.918,85.35,106.12,72.824
10,36.163,85.534,106.25,72.81
11,36.13,85.272,106.33,72.74
12,36.21,85.198,106.2,72.885
13,36.124,85.424,106.33,72.964
14,35.7,85.473,106.38,72.849
15,35.959,85.568,106.24,72.832
16,36.087,85.452,106.35,72.825
17,35.974,85.535,106.36,72.905
18,36.084,85.464,106.3,72.768
19,36.049,85.508,106.5,72.75
20,36.001,85.343,106.17,72.854
21,36.062,85.432,106.33,72.77
22,36.107,85.38,106.21,72.89
23,36.17,85.416,106.23,72.655
24,35.966,85.67,106.35,72.934
25,35.998,85.3,106.41,72.728
26,35.983,85.443,106.32,72.825
27,36.14,85.408,106.43,72.754
28,36.213,85.478,106.21,72.872
29,36.161,85.619,106.34,72.659
30,36.19,85.531,106.25,72.694
31,36.08,85.374,106.23,72.964
32,35.975,85.297,106.04,72.704
33,36.123,85.525,106.38,72.731
34,36.228,85.341,106.49,72.807
35,36.106,85.369,106.35,72.721
36,36.148,85.487,106.44,72.816
37,35.901,85.288,106.31,72.919
38,36.113,85.596,106.18,72.808
39,36.04,85.45,106.21,72.974
40,36.111,85.417,106.22,72.656
41,36.183,85.521,106.41,72.773
42,35.992,85.521,106.25,72.714
43,36.206,85.415,106.31,72.838
44,35.961,85.55,106.17,72.675
45,36.06,85.477,106.28,72.625
46,36.086,85.55,106.14,72.762
47,36.162,85.466,106.23,72.62
48,36.023,85.421,106.38,72.711
49,35.962,85.615,106.47,72.746
50,36.197,85.362,106.35,72.634
51,36.092,85.503,106.31,72.857
52,36.845,85.233,105.41,72.351
53,38.051,84.591,104.38,71.788
54,38.832,84.306,103.06,71.253
55,40.065,83.896,102.13,70.917
56,41.109,83.46,101.23,70.492
57,41.937,83.136,100.23,69.866
58,42.851,82.851,99.158,69.802
59,44.051,82.685,98.253,69.313
60,44.864,82.214,97.23,68.706
61,45.821,81.786,96.436,68.703
62,46.765,81.308,95.268,68.126
63,47.734,81.237,94.204,67.643
64,48.897,80.957,93.293,67.359
65,49.826,80.581,92.269,67.153
66,50.928,80.502,91.366,66.672
67,51.834,80.193,90.32,66.471
68,52.81,79.977,89.198,66.224
69,53.65,79.646,88.407,65.921
70,54.736,79.414,87.316,65.728
71,55.816,79.236,86.296,65.395
72,56.754,78.984,85.274,65.214
73,57.917,78.868,84.442,65.045
74,58.599,78.83,83.356,64.606
75,59.757,78.381,82.215,64.453
76,60.78,78.291,81.591,64.37
77,61.689,78.345,80.343,64.332
78,62.766,78.262,79.409,64.206
79,63.915,78.034,78.421,63.99
80,64.638,78.095,77.259,64.087
81,65.702,78.092,76.516,63.978
82,66.589,77.972,75.423,63.771
83,67.798,77.698,74.417,64.061
84,68.599,77.744,73.542,63.647
85,69.629,77.708,72.428,63.752
86,70.852,77.749,71.245,63.634
87,71.787,77.717,70.42,63.47
88,72.624,77.715,69.544,63.849
89,73.797,78.018,68.554,63.588
90,74.625,77.834,67.464,63.751
91,75.697,77.905,66.274,64.001
92,76.865,78.015,65.559,63.954
93,77.904,77.892,64.449,64.023
94,78.629,78.042,63.48,64.083
95,79.667,78.308,62.596,64.249
96,80.77,78.413,61.514,64.555
97,81.723,78.391,60.109,64.478
98,82.635,78.761,59.321,64.674
99,83.634,78.796,58.412,64.838
100,84.573,78.984,57.373,65.045
101,85.421,79.159,56.526,65.286
102,85.555,78.111,56.409,66.34
103,85.386,77.001,56.226,67.262
104,85.43,76.189,56.331,68.154
105,85.657,75.065,56.071,69.372
106,85.384,74.224,56.07,70.098
107,85.513,73.281,56.01,71.13
108,85.244,72.301,55.976,72.15
109,85.488,71.163,56.079,72.953
110,85.21,70.36,55.96,74
111,85.378,69.225,56.111,74.952
112,85.475,68.394,56.287,75.796
113,85.56,67.452,56.364,77.258
114,85.549,66.576,56.184,77.953
115,85.528,65.236,56.533,79.093
116,85.601,64.55,56.578,79.993
117,85.749,63.477,56.818,80.875
118,85.829,62.514,56.956,81.955
119,85.994,61.493,57.09,82.983
120,86.09,60.602,57.32,83.813
121,86.453,59.583,57.598,85.032
122,86.511,58.578,57.843,86.017
123,86.679,57.618,57.945,86.873
124,86.745,56.767,58.152,87.93
125,87.046,55.789,58.524,88.733
126,87.25,54.886,58.965,89.898
127,87.335,53.849,59.209,90.815
128,87.532,52.837,59.542,91.976
129,87.69,51.777,59.801,92.707
130,88.215,50.964,60.125,93.991
131,88.28,49.945,60.781,94.78
132,88.651,49.043,60.948,95.811
133,88.93,48.154,61.355,96.899
134,89.216,47.066,61.744,97.853
135,89.439,46.118,62.205,98.644
136,89.786,45.193,62.605,99.629
137,90.094,44.295,62.985,100.62
138,90.585,43.535,63.604,101.81
139,90.671,42.304,64.175,102.68
140,91.111,41.589,64.539,103.63
141,91.594,40.499,64.946,104.68
142,91.894,39.68,65.539,105.76
143,92.117,38.669,66.158,106.63
144,92.688,37.686,66.769,107.67
145,92.731,36.794,66.995,108.4
146,93.354,36,67.702,109.56
147,93.97,35.12,68.213,110.51
148,94.283,34.184,68.886,111.54
149,94.74,33.131,69.433,112.52
150,95.088,32.164,69.951,113.55
